"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6773824,"2022032","4117310200","41173002  ",경기도 안양시 동안구2,경기도 안양시 동안구 관양동(관양사거리 부근),4,8,0,4,4,0,126.957100344506,37.403214073572,"{""type"":""Polygon"",""coordinates"":[[[126.95799866,37.40321407],[126.9579814,37.40307486],[126.95793028,37.40294099],[126.95784727,37.40281762],[126.95773555,37.40270948],[126.95759942,37.40262073],[126.95744411,37.40255479],[126.9572756,37.40251418],[126.95710034,37.40250047],[126.95692509,37.40251418],[126.95675657,37.40255479],[126.95660127,37.40262073],[126.95646514,37.40270948],[126.95635342,37.40281762],[126.95627041,37.40294099],[126.95621929,37.40307486],[126.95620203,37.40321407],[126.95621929,37.40335329],[126.95627041,37.40348716],[126.95635342,37.40361053],[126.95646514,37.40371867],[126.95660127,37.40380741],[126.95675657,37.40387335],[126.95692509,37.40391396],[126.95710034,37.40392767],[126.9572756,37.40391396],[126.95744411,37.40387335],[126.95759942,37.40380741],[126.95773555,37.40371867],[126.95784727,37.40361053],[126.95793028,37.40348716],[126.9579814,37.40335329],[126.95799866,37.40321407]]]}"
6774038,"2022032","4117310200","41173003  ",경기도 안양시 동안구3,경기도 안양시 동안구 관양동(관양동1542 부근),4,8,0,4,4,0,126.969971663762,37.404534393448,"{""type"":""Polygon"",""coordinates"":[[[126.97086998,37.40453439],[126.97085272,37.40439518],[126.9708016,37.40426131],[126.97071859,37.40413794],[126.97060687,37.40402981],[126.97047074,37.40394106],[126.97031543,37.40387512],[126.97014692,37.40383451],[126.96997166,37.4038208],[126.96979641,37.40383451],[126.96962789,37.40387512],[126.96947259,37.40394106],[126.96933646,37.40402981],[126.96922474,37.40413794],[126.96914173,37.40426131],[126.96909061,37.40439518],[126.96907335,37.40453439],[126.96909061,37.40467361],[126.96914173,37.40480747],[126.96922474,37.40493084],[126.96933646,37.40503898],[126.96947259,37.40512772],[126.96962789,37.40519366],[126.96979641,37.40523427],[126.96997166,37.40524798],[126.97014692,37.40523427],[126.97031543,37.40519366],[126.97047074,37.40512772],[126.97060687,37.40503898],[126.97071859,37.40493084],[126.9708016,37.40480747],[126.97085272,37.40467361],[126.97086998,37.40453439]]]}"
6773105,"2022032","4119010200","41190001  ",경기도 부천시1,경기도 부천시 심곡동(전화국사거리 부근),10,16,0,11,5,0,126.777098606117,37.486797757911,"{""type"":""Polygon"",""coordinates"":[[[126.77799692,37.48679776],[126.77797966,37.4866587],[126.77792854,37.48652498],[126.77784553,37.48640174],[126.77773381,37.48629373],[126.77759768,37.48620508],[126.77744238,37.48613921],[126.77727386,37.48609864],[126.77709861,37.48608495],[126.77692335,37.48609864],[126.77675484,37.48613921],[126.77659953,37.48620508],[126.7764634,37.48629373],[126.77635168,37.48640174],[126.77626867,37.48652498],[126.77621755,37.4866587],[126.77620029,37.48679776],[126.77621755,37.48693682],[126.77626867,37.48707054],[126.77635168,37.48719377],[126.7764634,37.48730179],[126.77659953,37.48739043],[126.77675484,37.4874563],[126.77692335,37.48749687],[126.77709861,37.48751056],[126.77727386,37.48749687],[126.77744238,37.4874563],[126.77759768,37.48739043],[126.77773381,37.48730179],[126.77784553,37.48719377],[126.77792854,37.48707054],[126.77797966,37.48693682],[126.77799692,37.48679776]]]}"
6773468,"2022032","4119011100","41190002  ",경기도 부천시2,경기도 부천시 심곡본동(심곡고가사거리 부근),6,9,0,6,3,0,126.776225063137,37.483547548681,"{""type"":""Polygon"",""coordinates"":[[[126.77712338,37.48354755],[126.77710612,37.48340848],[126.777055,37.48327476],[126.77697198,37.48315152],[126.77686027,37.48304349],[126.77672414,37.48295484],[126.77656883,37.48288897],[126.77640032,37.4828484],[126.77622506,37.48283471],[126.77604981,37.4828484],[126.77588129,37.48288897],[126.77572599,37.48295484],[126.77558986,37.48304349],[126.77547814,37.48315152],[126.77539513,37.48327476],[126.77534401,37.48340848],[126.77532675,37.48354755],[126.77534401,37.48368662],[126.77539513,37.48382034],[126.77547814,37.48394358],[126.77558986,37.4840516],[126.77572599,37.48414025],[126.77588129,37.48420612],[126.77604981,37.48424669],[126.77622506,37.48426038],[126.77640032,37.48424669],[126.77656883,37.48420612],[126.77672414,37.48414025],[126.77686027,37.4840516],[126.77697198,37.48394358],[126.777055,37.48382034],[126.77710612,37.48368662],[126.77712338,37.48354755]]]}"
6773439,"2022032","4119010800","41190003  ",경기도 부천시3,경기도 부천시 중동(문예사거리 부근),5,6,0,6,0,0,126.769465073355,37.504056686868,"{""type"":""Polygon"",""coordinates"":[[[126.77036339,37.50405669],[126.77034613,37.50391766],[126.77029501,37.50378397],[126.770212,37.50366076],[126.77010028,37.50355277],[126.76996415,37.50346414],[126.76980884,37.50339829],[126.76964033,37.50335773],[126.76946507,37.50334404],[126.76928982,37.50335773],[126.7691213,37.50339829],[126.768966,37.50346414],[126.76882987,37.50355277],[126.76871815,37.50366076],[126.76863514,37.50378397],[126.76858402,37.50391766],[126.76856676,37.50405669],[126.76858402,37.50419572],[126.76863514,37.5043294],[126.76871815,37.50445261],[126.76882987,37.5045606],[126.768966,37.50464923],[126.7691213,37.50471508],[126.76928982,37.50475563],[126.76946507,37.50476933],[126.76964033,37.50475563],[126.76980884,37.50471508],[126.76996415,37.50464923],[126.77010028,37.5045606],[126.770212,37.50445261],[126.77029501,37.5043294],[126.77034613,37.50419572],[126.77036339,37.50405669]]]}"
6773484,"2022032","4119010600","41190004  ",경기도 부천시4,경기도 부천시 소사동(멀뫼사거리 부근),5,5,0,5,0,0,126.793637572917,37.484193748444,"{""type"":""Polygon"",""coordinates"":[[[126.79453589,37.48419375],[126.79451863,37.48405468],[126.79446751,37.48392096],[126.79438449,37.48379772],[126.79427278,37.4836897],[126.79413665,37.48360105],[126.79398134,37.48353517],[126.79381283,37.48349461],[126.79363757,37.48348091],[126.79346232,37.48349461],[126.7932938,37.48353517],[126.7931385,37.48360105],[126.79300237,37.4836897],[126.79289065,37.48379772],[126.79280764,37.48392096],[126.79275652,37.48405468],[126.79273926,37.48419375],[126.79275652,37.48433281],[126.79280764,37.48446654],[126.79289065,37.48458978],[126.79300237,37.4846978],[126.7931385,37.48478644],[126.7932938,37.48485232],[126.79346232,37.48489288],[126.79363757,37.48490658],[126.79381283,37.48489288],[126.79398134,37.48485232],[126.79413665,37.48478644],[126.79427278,37.4846978],[126.79438449,37.48458978],[126.79446751,37.48446654],[126.79451863,37.48433281],[126.79453589,37.48419375]]]}"
6773469,"2022032","4119010900","41190005  ",경기도 부천시5,경기도 부천시 상동(구지공원 부근),4,10,0,4,4,2,126.752619324423,37.491512713642,"{""type"":""Polygon"",""coordinates"":[[[126.75351764,37.49151271],[126.75350038,37.49137366],[126.75344926,37.49123995],[126.75336625,37.49111672],[126.75325453,37.49100871],[126.7531184,37.49092007],[126.75296309,37.4908542],[126.75279458,37.49081364],[126.75261932,37.49079995],[126.75244407,37.49081364],[126.75227555,37.4908542],[126.75212025,37.49092007],[126.75198412,37.49100871],[126.7518724,37.49111672],[126.75178939,37.49123995],[126.75173827,37.49137366],[126.75172101,37.49151271],[126.75173827,37.49165177],[126.75178939,37.49178548],[126.7518724,37.4919087],[126.75198412,37.49201671],[126.75212025,37.49210535],[126.75227555,37.49217122],[126.75244407,37.49221178],[126.75261932,37.49222547],[126.75279458,37.49221178],[126.75296309,37.49217122],[126.7531184,37.49210535],[126.75325453,37.49201671],[126.75336625,37.4919087],[126.75344926,37.49178548],[126.75350038,37.49165177],[126.75351764,37.49151271]]]}"
6774033,"2022032","4119010800","41190006  ",경기도 부천시6,경기도 부천시 중동(미리내롯데901 부근),4,7,0,4,2,1,126.769717674033,37.501354207931,"{""type"":""Polygon"",""coordinates"":[[[126.77061599,37.50135421],[126.77059873,37.50121517],[126.77054761,37.50108148],[126.7704646,37.50095827],[126.77035288,37.50085027],[126.77021675,37.50076164],[126.77006144,37.50069579],[126.76989293,37.50065523],[126.76971767,37.50064154],[126.76954242,37.50065523],[126.7693739,37.50069579],[126.7692186,37.50076164],[126.76908247,37.50085027],[126.76897075,37.50095827],[126.76888774,37.50108148],[126.76883662,37.50121517],[126.76881936,37.50135421],[126.76883662,37.50149324],[126.76888774,37.50162693],[126.76897075,37.50175014],[126.76908247,37.50185814],[126.7692186,37.50194677],[126.7693739,37.50201262],[126.76954242,37.50205318],[126.76971767,37.50206687],[126.76989293,37.50205318],[126.77006144,37.50201262],[126.77021675,37.50194677],[126.77035288,37.50185814],[126.7704646,37.50175014],[126.77054761,37.50162693],[126.77059873,37.50149324],[126.77061599,37.50135421]]]}"
6774017,"2022032","4119010800","41190007  ",경기도 부천시7,경기도 부천시 중동(영안아파트앞교차로 부근),4,6,0,4,2,0,126.762299136797,37.496440835677,"{""type"":""Polygon"",""coordinates"":[[[126.76319745,37.49644084],[126.76318019,37.49630179],[126.76312907,37.49616809],[126.76304606,37.49604487],[126.76293434,37.49593687],[126.76279821,37.49584823],[126.76264291,37.49578237],[126.76247439,37.49574181],[126.76229914,37.49572812],[126.76212388,37.49574181],[126.76195537,37.49578237],[126.76180006,37.49584823],[126.76166393,37.49593687],[126.76155221,37.49604487],[126.7614692,37.49616809],[126.76141808,37.49630179],[126.76140082,37.49644084],[126.76141808,37.49657988],[126.7614692,37.49671358],[126.76155221,37.4968368],[126.76166393,37.4969448],[126.76180006,37.49703343],[126.76195537,37.4970993],[126.76212388,37.49713985],[126.76229914,37.49715355],[126.76247439,37.49713985],[126.76264291,37.4970993],[126.76279821,37.49703343],[126.76293434,37.4969448],[126.76304606,37.4968368],[126.76312907,37.49671358],[126.76318019,37.49657988],[126.76319745,37.49644084]]]}"
6774109,"2022032","4119010600","41190008  ",경기도 부천시8,경기도 부천시 소사동(소명사거리 부근),4,5,0,4,1,0,126.790006356010,37.485433873076,"{""type"":""Polygon"",""coordinates"":[[[126.79090467,37.48543387],[126.79088741,37.48529481],[126.79083629,37.48516109],[126.79075328,37.48503785],[126.79064156,37.48492983],[126.79050543,37.48484118],[126.79035013,37.48477531],[126.79018161,37.48473475],[126.79000636,37.48472105],[126.7898311,37.48473475],[126.78966259,37.48477531],[126.78950728,37.48484118],[126.78937115,37.48492983],[126.78925943,37.48503785],[126.78917642,37.48516109],[126.7891253,37.48529481],[126.78910804,37.48543387],[126.7891253,37.48557294],[126.78917642,37.48570666],[126.78925943,37.48582989],[126.78937115,37.48593791],[126.78950728,37.48602656],[126.78966259,37.48609243],[126.7898311,37.48613299],[126.79000636,37.48614669],[126.79018161,37.48613299],[126.79035013,37.48609243],[126.79050543,37.48602656],[126.79064156,37.48593791],[126.79075328,37.48582989],[126.79083629,37.48570666],[126.79088741,37.48557294],[126.79090467,37.48543387]]]}"
6773938,"2022032","4119010200","41190009  ",경기도 부천시9,경기도 부천시 심곡동(송나영헤어스케치 부근),4,5,0,4,1,0,126.779364189007,37.486451059370,"{""type"":""Polygon"",""coordinates"":[[[126.7802625,37.48645106],[126.78024524,37.486312],[126.78019412,37.48617828],[126.78011111,37.48605504],[126.77999939,37.48594702],[126.77986327,37.48585838],[126.77970796,37.48579251],[126.77953944,37.48575194],[126.77936419,37.48573825],[126.77918894,37.48575194],[126.77902042,37.48579251],[126.77886511,37.48585838],[126.77872898,37.48594702],[126.77861727,37.48605504],[126.77853425,37.48617828],[126.77848313,37.486312],[126.77846587,37.48645106],[126.77848313,37.48659012],[126.77853425,37.48672384],[126.77861727,37.48684707],[126.77872898,37.48695509],[126.77886511,37.48704374],[126.77902042,37.48710961],[126.77918894,37.48715017],[126.77936419,37.48716387],[126.77953944,37.48715017],[126.77970796,37.48710961],[126.77986327,37.48704374],[126.77999939,37.48695509],[126.78011111,37.48684707],[126.78019412,37.48672384],[126.78024524,37.48659012],[126.7802625,37.48645106]]]}"
6773501,"2022032","4119011000","41190010  ",경기도 부천시10,경기도 부천시 소사본동(소사사거리 부근),4,5,0,4,1,0,126.795481065300,37.480599349781,"{""type"":""Polygon"",""coordinates"":[[[126.79637938,37.48059935],[126.79636212,37.48046028],[126.796311,37.48032655],[126.79622799,37.4802033],[126.79611627,37.48009528],[126.79598014,37.48000662],[126.79582484,37.47994074],[126.79565632,37.47990018],[126.79548107,37.47988648],[126.79530581,37.47990018],[126.79513729,37.47994074],[126.79498199,37.48000662],[126.79484586,37.48009528],[126.79473414,37.4802033],[126.79465113,37.48032655],[126.79460001,37.48046028],[126.79458275,37.48059935],[126.79460001,37.48073842],[126.79465113,37.48087215],[126.79473414,37.4809954],[126.79484586,37.48110342],[126.79498199,37.48119207],[126.79513729,37.48125795],[126.79530581,37.48129852],[126.79548107,37.48131221],[126.79565632,37.48129852],[126.79582484,37.48125795],[126.79598014,37.48119207],[126.79611627,37.48110342],[126.79622799,37.4809954],[126.796311,37.48087215],[126.79636212,37.48073842],[126.79637938,37.48059935]]]}"
6773987,"2022032","4121010300","41210001  ",경기도 광명시1,경기도 광명시 하안동(해피맘어린이집 부근),4,6,0,6,0,0,126.879095314898,37.463221485484,"{""type"":""Polygon"",""coordinates"":[[[126.87999363,37.46322149],[126.87997637,37.46308238],[126.87992525,37.46294862],[126.87984224,37.46282534],[126.87973052,37.46271729],[126.87959439,37.46262862],[126.87943909,37.46256273],[126.87927057,37.46252215],[126.87909531,37.46250845],[126.87892006,37.46252215],[126.87875154,37.46256273],[126.87859624,37.46262862],[126.87846011,37.46271729],[126.87834839,37.46282534],[126.87826538,37.46294862],[126.87821426,37.46308238],[126.878197,37.46322149],[126.87821426,37.46336059],[126.87826538,37.46349435],[126.87834839,37.46361762],[126.87846011,37.46372567],[126.87859624,37.46381435],[126.87875154,37.46388024],[126.87892006,37.46392081],[126.87909531,37.46393451],[126.87927057,37.46392081],[126.87943909,37.46388024],[126.87959439,37.46381435],[126.87973052,37.46372567],[126.87984224,37.46361762],[126.87992525,37.46349435],[126.87997637,37.46336059],[126.87999363,37.46322149]]]}"
6773767,"2022032","4121010200","41210002  ",경기도 광명시2,경기도 광명시 철산동(경찰서삼거리 부근),4,4,0,4,0,0,126.867472300507,37.473795855295,"{""type"":""Polygon"",""coordinates"":[[[126.86837062,37.47379586],[126.86835335,37.47365677],[126.86830224,37.47352303],[126.86821922,37.47339977],[126.86810751,37.47329173],[126.86797138,37.47320307],[126.86781607,37.47313719],[126.86764755,37.47309662],[126.8674723,37.47308292],[126.86729705,37.47309662],[126.86712853,37.47313719],[126.86697322,37.47320307],[126.8668371,37.47329173],[126.86672538,37.47339977],[126.86664237,37.47352303],[126.86659125,37.47365677],[126.86657399,37.47379586],[126.86659125,37.47393494],[126.86664237,37.47406868],[126.86672538,37.47419194],[126.8668371,37.47429997],[126.86697322,37.47438863],[126.86712853,37.47445452],[126.86729705,37.47449508],[126.8674723,37.47450878],[126.86764755,37.47449508],[126.86781607,37.47445452],[126.86797138,37.47438863],[126.86810751,37.47429997],[126.86821922,37.47419194],[126.86830224,37.47406868],[126.86835335,37.47393494],[126.86837062,37.47379586]]]}"
6773868,"2022032","4122010100","41220001  ",경기도 평택시1,경기도 평택시 서정동(서정주공2단지사거리 부근),4,6,1,5,0,0,127.059598596199,37.070663262001,"{""type"":""Polygon"",""coordinates"":[[[127.06049691,37.07066326],[127.06047965,37.07052343],[127.06042853,37.07038897],[127.06034552,37.07026505],[127.0602338,37.07015644],[127.06009767,37.0700673],[127.05994237,37.07000106],[127.05977385,37.06996027],[127.0595986,37.0699465],[127.05942334,37.06996027],[127.05925483,37.07000106],[127.05909952,37.0700673],[127.05896339,37.07015644],[127.05885167,37.07026505],[127.05876866,37.07038897],[127.05871754,37.07052343],[127.05870028,37.07066326],[127.05871754,37.07080309],[127.05876866,37.07093755],[127.05885167,37.07106147],[127.05896339,37.07117009],[127.05909952,37.07125922],[127.05925483,37.07132546],[127.05942334,37.07136625],[127.0595986,37.07138002],[127.05977385,37.07136625],[127.05994237,37.07132546],[127.06009767,37.07125922],[127.0602338,37.07117009],[127.06034552,37.07106147],[127.06042853,37.07093755],[127.06047965,37.07080309],[127.06049691,37.07066326]]]}"
6774021,"2022032","4122011800","41220002  ",경기도 평택시2,경기도 평택시 비전동(평택축산농협통복지점 부근),4,6,0,5,1,0,127.087902752111,36.995585591303,"{""type"":""Polygon"",""coordinates"":[[[127.08880107,36.99558559],[127.08878381,36.99544562],[127.08873269,36.99531103],[127.08864967,36.99518699],[127.08853796,36.99507826],[127.08840183,36.99498904],[127.08824652,36.99492273],[127.088078,36.99488191],[127.08790275,36.99486812],[127.0877275,36.99488191],[127.08755898,36.99492273],[127.08740367,36.99498904],[127.08726755,36.99507826],[127.08715583,36.99518699],[127.08707282,36.99531103],[127.0870217,36.99544562],[127.08700444,36.99558559],[127.0870217,36.99572556],[127.08707282,36.99586015],[127.08715583,36.99598419],[127.08726755,36.99609292],[127.08740367,36.99618214],[127.08755898,36.99624844],[127.0877275,36.99628927],[127.08790275,36.99630306],[127.088078,36.99628927],[127.08824652,36.99624844],[127.08840183,36.99618214],[127.08853796,36.99609292],[127.08864967,36.99598419],[127.08873269,36.99586015],[127.08878381,36.99572556],[127.08880107,36.99558559]]]}"
6773875,"2022032","4122011000","41220003  ",경기도 평택시3,경기도 평택시 지산동(지산사거리 부근),4,11,0,4,7,0,127.062244484397,37.080047868315,"{""type"":""Polygon"",""coordinates"":[[[127.0631428,37.08004787],[127.06312554,37.07990805],[127.06307442,37.07977361],[127.06299141,37.07964971],[127.06287969,37.0795411],[127.06274356,37.07945198],[127.06258825,37.07938575],[127.06241974,37.07934497],[127.06224448,37.07933119],[127.06206923,37.07934497],[127.06190071,37.07938575],[127.06174541,37.07945198],[127.06160928,37.0795411],[127.06149756,37.07964971],[127.06141455,37.07977361],[127.06136343,37.07990805],[127.06134617,37.08004787],[127.06136343,37.08018768],[127.06141455,37.08032213],[127.06149756,37.08044603],[127.06160928,37.08055463],[127.06174541,37.08064376],[127.06190071,37.08070998],[127.06206923,37.08075076],[127.06224448,37.08076454],[127.06241974,37.08075076],[127.06258825,37.08070998],[127.06274356,37.08064376],[127.06287969,37.08055463],[127.06299141,37.08044603],[127.06307442,37.08032213],[127.06312554,37.08018768],[127.0631428,37.08004787]]]}"
6774093,"2022032","4122011800","41220004  ",경기도 평택시4,경기도 평택시 비전동(동산교회 부근),4,6,0,4,2,0,127.113522792344,36.996212633707,"{""type"":""Polygon"",""coordinates"":[[[127.11442111,36.99621263],[127.11440385,36.99607266],[127.11435273,36.99593807],[127.11426971,36.99581403],[127.114158,36.99570531],[127.11402187,36.99561608],[127.11386656,36.99554978],[127.11369804,36.99550895],[127.11352279,36.99549517],[127.11334754,36.99550895],[127.11317902,36.99554978],[127.11302372,36.99561608],[127.11288759,36.99570531],[127.11277587,36.99581403],[127.11269286,36.99593807],[127.11264174,36.99607266],[127.11262448,36.99621263],[127.11264174,36.9963526],[127.11269286,36.99648719],[127.11277587,36.99661123],[127.11288759,36.99671995],[127.11302372,36.99680918],[127.11317902,36.99687548],[127.11334754,36.99691631],[127.11352279,36.99693009],[127.11369804,36.99691631],[127.11386656,36.99687548],[127.11402187,36.99680918],[127.114158,36.99671995],[127.11426971,36.99661123],[127.11435273,36.99648719],[127.11440385,36.9963526],[127.11442111,36.99621263]]]}"
6773773,"2022032","4122010900","41220005  ",경기도 평택시5,경기도 평택시 이충동(성육보육원앞사거리 부근),4,4,0,4,0,0,127.059226870425,37.057140492740,"{""type"":""Polygon"",""coordinates"":[[[127.06012519,37.05714049],[127.06010792,37.05700063],[127.06005681,37.05686615],[127.05997379,37.05674221],[127.05986208,37.05663358],[127.05972595,37.05654442],[127.05957064,37.05647817],[127.05940212,37.05643738],[127.05922687,37.0564236],[127.05905162,37.05643738],[127.0588831,37.05647817],[127.05872779,37.05654442],[127.05859167,37.05663358],[127.05847995,37.05674221],[127.05839694,37.05686615],[127.05834582,37.05700063],[127.05832856,37.05714049],[127.05834582,37.05728035],[127.05839694,37.05741483],[127.05847995,37.05753877],[127.05859167,37.05764741],[127.05872779,37.05773656],[127.0588831,37.05780281],[127.05905162,37.0578436],[127.05922687,37.05785738],[127.05940212,37.0578436],[127.05957064,37.05780281],[127.05972595,37.05773656],[127.05986208,37.05764741],[127.05997379,37.05753877],[127.06005681,37.05741483],[127.06010792,37.05728035],[127.06012519,37.05714049]]]}"
6773121,"2022032","4127110200","41271001  ",경기도 안산시 상록구1,경기도 안산시 상록구 이동(굿모닝오피스텔교차로 부근),5,12,0,5,7,0,126.847659795165,37.306754784707,"{""type"":""Polygon"",""coordinates"":[[[126.84855811,37.30675478],[126.84854085,37.30661539],[126.84848973,37.30648135],[126.84840672,37.30635782],[126.848295,37.30624954],[126.84815887,37.30616068],[126.84800357,37.30609465],[126.84783505,37.30605399],[126.8476598,37.30604026],[126.84748454,37.30605399],[126.84731602,37.30609465],[126.84716072,37.30616068],[126.84702459,37.30624954],[126.84691287,37.30635782],[126.84682986,37.30648135],[126.84677874,37.30661539],[126.84676148,37.30675478],[126.84677874,37.30689418],[126.84682986,37.30702822],[126.84691287,37.30715175],[126.84702459,37.30726003],[126.84716072,37.30734889],[126.84731602,37.30741491],[126.84748454,37.30745557],[126.8476598,37.3074693],[126.84783505,37.30745557],[126.84800357,37.30741491],[126.84815887,37.30734889],[126.848295,37.30726003],[126.84840672,37.30715175],[126.84848973,37.30702822],[126.84854085,37.30689418],[126.84855811,37.30675478]]]}"
6773797,"2022032","4127110400","41271002  ",경기도 안산시 상록구2,경기도 안산시 상록구 본오동(상록교 부근),4,4,0,4,0,0,126.859253347765,37.296902923932,"{""type"":""Polygon"",""coordinates"":[[[126.86015166,37.29690292],[126.8601344,37.29676351],[126.86008328,37.29662945],[126.86000027,37.2965059],[126.85988855,37.29639761],[126.85975242,37.29630874],[126.85959712,37.2962427],[126.8594286,37.29620204],[126.85925335,37.29618831],[126.8590781,37.29620204],[126.85890958,37.2962427],[126.85875427,37.29630874],[126.85861814,37.29639761],[126.85850643,37.2965059],[126.85842341,37.29662945],[126.85837229,37.29676351],[126.85835503,37.29690292],[126.85837229,37.29704234],[126.85842341,37.29717639],[126.85850643,37.29729994],[126.85861814,37.29740823],[126.85875427,37.2974971],[126.85890958,37.29756314],[126.8590781,37.2976038],[126.85925335,37.29761754],[126.8594286,37.2976038],[126.85959712,37.29756314],[126.85975242,37.2974971],[126.85988855,37.29740823],[126.86000027,37.29729994],[126.86008328,37.29717639],[126.8601344,37.29704234],[126.86015166,37.29690292]]]}"
6773747,"2022032","4127310100","41273001  ",경기도 안산시 단원구1,경기도 안산시 단원구 고잔동(덕성초교사거리 부근),4,6,1,4,1,0,126.837764449471,37.328513182838,"{""type"":""Polygon"",""coordinates"":[[[126.83866276,37.32851318],[126.8386455,37.32837383],[126.83859438,37.32823983],[126.83851137,37.32811633],[126.83839965,37.32800808],[126.83826353,37.32791925],[126.83810822,37.32785324],[126.8379397,37.32781259],[126.83776445,37.32779886],[126.8375892,37.32781259],[126.83742068,37.32785324],[126.83726537,37.32791925],[126.83712924,37.32800808],[126.83701753,37.32811633],[126.83693451,37.32823983],[126.8368834,37.32837383],[126.83686613,37.32851318],[126.8368834,37.32865254],[126.83693451,37.32878654],[126.83701753,37.32891003],[126.83712924,37.32901828],[126.83726537,37.32910711],[126.83742068,37.32917312],[126.8375892,37.32921377],[126.83776445,37.32922749],[126.8379397,37.32921377],[126.83810822,37.32917312],[126.83826353,37.32910711],[126.83839965,37.32901828],[126.83851137,37.32891003],[126.83859438,37.32878654],[126.8386455,37.32865254],[126.83866276,37.32851318]]]}"
6774012,"2022032","4127310100","41273002  ",경기도 안산시 단원구2,경기도 안산시 단원구 고잔동(공용주차장 부근),4,6,0,4,1,1,126.829825133724,37.307376234227,"{""type"":""Polygon"",""coordinates"":[[[126.83072345,37.30737623],[126.83070619,37.30723684],[126.83065507,37.3071028],[126.83057206,37.30697927],[126.83046034,37.30687099],[126.83032421,37.30678213],[126.8301689,37.3067161],[126.83000039,37.30667544],[126.82982513,37.30666171],[126.82964988,37.30667544],[126.82948136,37.3067161],[126.82932606,37.30678213],[126.82918993,37.30687099],[126.82907821,37.30697927],[126.8289952,37.3071028],[126.82894408,37.30723684],[126.82892682,37.30737623],[126.82894408,37.30751563],[126.8289952,37.30764967],[126.82907821,37.3077732],[126.82918993,37.30788147],[126.82932606,37.30797033],[126.82948136,37.30803636],[126.82964988,37.30807702],[126.82982513,37.30809075],[126.83000039,37.30807702],[126.8301689,37.30803636],[126.83032421,37.30797033],[126.83046034,37.30788147],[126.83057206,37.3077732],[126.83065507,37.30764967],[126.83070619,37.30751563],[126.83072345,37.30737623]]]}"
6773787,"2022032","4127310200","41273003  ",경기도 안산시 단원구3,경기도 안산시 단원구 와동(강서고교사거리 부근),4,5,0,4,1,0,126.816720140024,37.333982051032,"{""type"":""Polygon"",""coordinates"":[[[126.81761846,37.33398205],[126.81760119,37.33384271],[126.81755008,37.33370871],[126.81746706,37.33358523],[126.81735534,37.33347699],[126.81721922,37.33338816],[126.81706391,37.33332216],[126.81689539,37.33328151],[126.81672014,37.33326778],[126.81654489,37.33328151],[126.81637637,37.33332216],[126.81622106,37.33338816],[126.81608494,37.33347699],[126.81597322,37.33358523],[126.8158902,37.33370871],[126.81583909,37.33384271],[126.81582182,37.33398205],[126.81583909,37.3341214],[126.8158902,37.33425539],[126.81597322,37.33437887],[126.81608494,37.33448711],[126.81622106,37.33457594],[126.81637637,37.33464194],[126.81654489,37.33468259],[126.81672014,37.33469631],[126.81689539,37.33468259],[126.81706391,37.33464194],[126.81721922,37.33457594],[126.81735534,37.33448711],[126.81746706,37.33437887],[126.81755008,37.33425539],[126.81760119,37.3341214],[126.81761846,37.33398205]]]}"
6773782,"2022032","4127310200","41273004  ",경기도 안산시 단원구4,경기도 안산시 단원구 와동(음파교회 부근),4,4,0,4,0,0,126.827506562779,37.339632379032,"{""type"":""Polygon"",""coordinates"":[[[126.82840488,37.33963238],[126.82838762,37.33949304],[126.8283365,37.33935906],[126.82825348,37.33923558],[126.82814177,37.33912736],[126.82800564,37.33903853],[126.82785033,37.33897253],[126.82768182,37.33893189],[126.82750656,37.33891817],[126.82733131,37.33893189],[126.82716279,37.33897253],[126.82700749,37.33903853],[126.82687136,37.33912736],[126.82675964,37.33923558],[126.82667663,37.33935906],[126.82662551,37.33949304],[126.82660825,37.33963238],[126.82662551,37.33977171],[126.82667663,37.33990569],[126.82675964,37.34002917],[126.82687136,37.3401374],[126.82700749,37.34022622],[126.82716279,37.34029222],[126.82733131,37.34033286],[126.82750656,37.34034658],[126.82768182,37.34033286],[126.82785033,37.34029222],[126.82800564,37.34022622],[126.82814177,37.3401374],[126.82825348,37.34002917],[126.8283365,37.33990569],[126.82838762,37.33977171],[126.82840488,37.33963238]]]}"
